age_s,dmarried_s,empl_06,salary_06,profit_06,days_06,hours_06,contract_06,dformal_06,educ_s,age_lb,dmarried_lb,empl_04,salary_04,profit_04,days_04,hours_04,contract_04,dformal_04,select,pempl_06,pempl_04,dcontinue,codigo_ecap,codigo_curs,dwomen,p_selecap,select_dwomen,city_1_0,city_2_0,city_3_0,city_4_0,city_5_0,city_6_0,city_7_0,educ_lb_0_0,educ_lb_2_0,educ_lb_3_0,educ_lb_4_0,educ_lb_5_0,educ_lb_6_0,educ_lb_7_0,educ_lb_8_0,educ_lb_9_0,educ_lb_10_0,educ_lb_11_0,educ_lb_12_0,educ_lb_13_0,educ_lb_14_0,educ_lb_16_0
23.0,0.0,1.0,400.0,0.0,6.0,72.0,0.0,0.0,9.0,0.36363636363636354,0.0,1.0,0.0,0.0,1.0,0.5882352941176471,0.0,0.0,1,1.0,0.0,1.0,55.0,13530010.0,0.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26.0,1.0,1.0,240.0,0.0,24.0,54.0,0.0,0.0,11.0,0.6363636363636365,1.0,1.0,0.0,0.0,0.6666666666666666,0.3361344537815126,0.0,0.0,1,1.0,0.0,1.0,55.0,13530010.0,1.0,0.7714286,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,0.0,350000.0,25.0,48.0,0.0,0.0,13.0,0.5454545454545452,0.0,1.0,0.44,0.0,1.0,0.47058823529411764,0.0,0.0,1,0.0,1.0,1.0,55.0,83220005.0,0.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.5454545454545452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,56.0,13120005.0,1.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,0.0,1.0,424.0,0.0,26.0,51.0,0.0,0.0,11.0,0.36363636363636354,0.0,1.0,0.0,0.49999999999999994,0.8,0.40336134453781514,0.0,0.0,1,1.0,0.0,1.0,55.0,13530010.0,1.0,0.7714286,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26.0,1.0,1.0,400.0,0.0,24.0,56.0,0.0,0.0,8.0,0.5454545454545452,1.0,1.0,0.0,0.3333333333333333,0.8,0.40336134453781514,0.0,0.0,0,1.0,0.0,1.0,55.0,83220005.0,0.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24.0,1.0,1.0,425.0,0.0,30.0,48.0,1.0,0.0,11.0,0.36363636363636354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,55.0,13530010.0,1.0,0.7714286,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,0.0,1.0,408.0,0.0,20.0,45.0,1.0,1.0,11.0,0.36363636363636354,0.0,1.0,0.35,0.0,0.8,0.453781512605042,0.0,0.0,1,1.0,1.0,1.0,55.0,83220005.0,0.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,1.0,1.0,500.0,0.0,28.0,60.0,1.0,1.0,11.0,0.45454545454545436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,55.0,13530010.0,0.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,300.0,0.0,20.0,50.0,0.0,0.0,5.0,0.5454545454545452,0.0,1.0,0.22,0.0,0.6666666666666666,0.42016806722689076,0.0,0.0,1,1.0,1.0,1.0,55.0,13530010.0,0.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.0,0.0,1.0,240.0,0.0,25.0,48.0,0.0,0.0,11.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,55.0,83220005.0,1.0,0.7714286,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,500.0,0.0,30.0,30.0,0.0,0.0,9.0,0.5454545454545452,0.0,1.0,0.38,0.0,0.8,0.3025210084033613,0.0,0.0,0,1.0,1.0,1.0,55.0,83220005.0,0.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,0.0,1.0,408.0,0.0,30.0,112.0,0.0,0.0,11.0,0.36363636363636354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,55.0,13530010.0,1.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,1.0,1.0,280.0,0.0,30.0,65.0,1.0,1.0,9.0,0.09090909090909083,0.0,1.0,0.38,0.0,0.8,0.453781512605042,1.0,0.0,1,1.0,1.0,1.0,55.0,83220005.0,0.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,0.0,1.0,408.0,0.0,25.0,50.0,1.0,1.0,11.0,0.5454545454545452,0.0,1.0,0.358,0.0,0.9333333333333333,0.6050420168067226,1.0,1.0,1,1.0,1.0,1.0,55.0,13530010.0,0.0,0.7714286,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.09090909090909083,0.0,1.0,0.15,0.0,0.2,0.18487394957983191,0.0,0.0,1,0.0,1.0,1.0,56.0,13120005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,1.0,408.0,0.0,24.0,48.0,0.0,1.0,11.0,0.09090909090909083,0.0,1.0,0.39999999999999997,0.0,0.8,0.6050420168067226,0.0,0.0,1,1.0,1.0,1.0,56.0,13120005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,1.0,1.0,408.0,0.0,30.0,48.0,1.0,1.0,11.0,0.6363636363636365,1.0,1.0,0.3815,0.0,0.9333333333333333,0.6050420168067226,1.0,1.0,0,1.0,1.0,1.0,56.0,83510005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,1.0,230.0,0.0,24.0,48.0,0.0,0.0,11.0,0.36363636363636354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,56.0,66110005.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,1.0,1.0,408.0,0.0,24.0,60.0,0.0,0.0,11.0,0.6363636363636365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,56.0,93510030.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,1.0,160.0,0.0,26.0,48.0,0.0,1.0,10.0,0.09090909090909083,0.0,1.0,0.18,0.0,0.8,0.42016806722689076,0.0,0.0,0,1.0,1.0,1.0,56.0,83740020.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24.0,1.0,1.0,0.0,360000.0,30.0,70.0,0.0,0.0,11.0,0.45454545454545436,0.0,1.0,0.39999999999999997,0.0,0.6666666666666666,0.3361344537815126,0.0,0.0,1,0.0,1.0,1.0,56.0,13210005.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,330.0,0.0,26.0,70.0,0.0,0.0,5.0,0.6363636363636365,0.0,1.0,0.0,0.3333333333333333,1.0,0.3025210084033613,0.0,0.0,1,1.0,0.0,1.0,56.0,66530005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.18181818181818188,0.0,1.0,0.0,0.0,0.8,0.25210084033613445,0.0,0.0,0,0.0,0.0,1.0,56.0,83510005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,180.0,0.0,26.0,48.0,0.0,0.0,6.0,0.09090909090909083,0.0,1.0,0.15,0.0,0.8,0.6050420168067226,0.0,0.0,0,1.0,1.0,1.0,56.0,83740020.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22.0,1.0,1.0,250.0,0.0,30.0,66.0,0.0,0.0,7.0,0.18181818181818188,1.0,1.0,0.0,0.26666666666666666,0.8666666666666667,0.40336134453781514,0.0,0.0,1,1.0,0.0,1.0,56.0,73330105.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.0,1.0,1.0,300.0,0.0,20.0,35.0,0.0,0.0,11.0,0.09090909090909083,1.0,1.0,0.3,0.0,0.8,0.5042016806722689,0.0,0.0,1,1.0,1.0,1.0,56.0,93510030.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.36363636363636354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,56.0,93510030.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,310.0,0.0,30.0,84.0,0.0,0.0,13.0,0.5454545454545452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,56.0,13140015.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.36363636363636354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,56.0,13140015.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.0,1.0,1.0,420.0,0.0,30.0,70.0,0.0,0.0,10.0,0.2727272727272727,0.0,1.0,0.24,0.0,0.8,0.40336134453781514,0.0,0.0,0,1.0,1.0,1.0,56.0,66110005.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,56.0,13140015.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,1.0,408.0,0.0,30.0,48.0,0.0,0.0,11.0,0.09090909090909083,0.0,1.0,0.19499999999999998,0.0,0.5,0.40336134453781514,0.0,0.0,1,1.0,1.0,1.0,56.0,84430005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,1.0,408.0,0.0,30.0,56.0,0.0,1.0,11.0,0.36363636363636354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,56.0,13140015.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,180.0,0.0,26.0,65.0,0.0,0.0,8.0,0.5454545454545452,0.0,1.0,0.06,0.0,0.4,0.3025210084033613,0.0,0.0,1,1.0,1.0,1.0,56.0,66210010.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26.0,1.0,1.0,200.0,0.0,26.0,57.0,0.0,0.0,11.0,0.6363636363636365,0.0,1.0,0.12,0.0,1.0,0.7647058823529411,0.0,0.0,1,1.0,1.0,1.0,56.0,76140010.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,0.0,1.0,302.0,0.0,6.0,66.0,0.0,0.0,11.0,0.09090909090909083,0.0,1.0,0.19999999999999998,0.0,0.8,0.5042016806722689,0.0,0.0,0,1.0,1.0,1.0,56.0,66120020.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,1.0,408.0,0.0,30.0,56.0,1.0,1.0,11.0,0.2727272727272727,0.0,1.0,0.358,0.0,0.8,0.40336134453781514,1.0,1.0,1,1.0,1.0,1.0,56.0,66120020.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.18181818181818188,0.0,1.0,0.0,0.2222222222222222,0.3333333333333333,0.21008403361344538,0.0,0.0,0,0.0,0.0,1.0,56.0,84430005.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.0,0.0,1.0,260.0,0.0,30.0,50.0,0.0,0.0,9.0,0.09090909090909083,0.0,1.0,0.358,0.0,1.0,0.5042016806722689,1.0,0.0,1,1.0,1.0,1.0,56.0,84430005.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.09090909090909083,0.0,1.0,0.19999999999999998,0.0,0.8,0.5042016806722689,0.0,0.0,1,0.0,1.0,1.0,56.0,83510005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,56.0,13210005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,1.0,510.0,0.0,28.0,56.0,1.0,1.0,9.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,56.0,66530005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25.0,1.0,1.0,0.0,400000.0,20.0,40.0,0.0,0.0,8.0,0.5454545454545452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,56.0,73330105.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25.0,1.0,1.0,408.0,0.0,24.0,48.0,1.0,1.0,11.0,0.45454545454545436,1.0,1.0,0.42,0.0,1.0,0.40336134453781514,1.0,1.0,1,1.0,1.0,1.0,56.0,13210005.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.45454545454545436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,56.0,66120020.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,0.0,1.0,381.5,0.0,24.0,48.0,0.0,1.0,3.0,0.5454545454545452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,63.0,13540015.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25.0,1.0,1.0,250.0,0.0,20.0,50.0,0.0,0.0,11.0,0.45454545454545436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,56.0,66210010.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.0,1.0,1.0,0.0,0.0,12.0,9.0,0.0,0.0,11.0,0.18181818181818188,1.0,1.0,0.128,0.0,0.5333333333333333,0.29411764705882354,0.0,0.0,1,0.0,1.0,1.0,56.0,13210005.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.45454545454545436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,56.0,73330105.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,0.0,1.0,600.0,0.0,24.0,72.0,0.0,0.0,4.0,0.18181818181818188,0.0,1.0,0.358,0.0,0.8666666666666667,0.5462184873949579,0.0,0.0,1,1.0,1.0,1.0,56.0,83510005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.0,0.0,1.0,400.0,0.0,30.0,48.0,1.0,1.0,11.0,0.18181818181818188,0.0,1.0,0.44,0.0,0.8666666666666667,0.7058823529411764,0.0,0.0,1,1.0,1.0,1.0,56.0,76140010.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,100.0,0.0,20.0,72.0,0.0,0.0,6.0,0.5454545454545452,0.0,1.0,0.09999999999999999,0.0,1.0,0.453781512605042,0.0,0.0,1,1.0,1.0,1.0,56.0,73330105.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5454545454545452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,56.0,84430005.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21.0,1.0,1.0,480.0,0.0,24.0,54.0,1.0,1.0,9.0,0.09090909090909083,0.0,1.0,0.44999999999999996,0.0,1.0,0.40336134453781514,1.0,0.0,1,1.0,1.0,1.0,56.0,83510005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,0.0,1.0,408.0,0.0,30.0,42.0,1.0,1.0,11.0,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,56.0,66120020.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.5454545454545452,0.0,1.0,0.0,0.08888888888888888,0.8,0.5042016806722689,0.0,0.0,1,0.0,0.0,1.0,56.0,93510030.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.0,1.0,200.0,0.0,20.0,48.0,0.0,0.0,11.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,56.0,13120005.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,56.0,13120005.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.36363636363636354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,56.0,83740020.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22.0,0.0,1.0,408.0,0.0,24.0,48.0,0.0,0.0,5.0,0.18181818181818188,0.0,1.0,0.6,0.0,0.6666666666666666,0.37815126050420167,0.0,0.0,0,1.0,1.0,1.0,56.0,83510005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22.0,0.0,1.0,0.0,650000.0,24.0,54.0,0.0,0.0,11.0,0.2727272727272727,0.0,1.0,0.25,0.0,0.8,0.40336134453781514,0.0,0.0,1,0.0,1.0,1.0,56.0,66530005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.0,1.0,180.0,0.0,6.0,60.0,0.0,0.0,5.0,0.18181818181818188,1.0,1.0,0.09999999999999999,0.0,1.0,0.12605042016806722,0.0,0.0,1,1.0,1.0,1.0,56.0,66210010.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.8,0.20168067226890757,0.0,0.0,1,0.0,0.0,1.0,56.0,66110005.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21.0,1.0,1.0,300.0,0.0,30.0,48.0,1.0,1.0,7.0,0.18181818181818188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,56.0,66210010.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.0,0.0,1.0,408.0,0.0,26.0,48.0,0.0,0.0,5.0,0.0,0.0,1.0,0.08,0.0,0.6666666666666666,0.21008403361344538,0.0,0.0,1,1.0,1.0,1.0,56.0,13210005.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,1.0,1.0,260.0,0.0,24.0,48.0,0.0,0.0,6.0,0.5454545454545452,1.0,1.0,0.19999999999999998,0.0,1.0,0.40336134453781514,0.0,0.0,0,1.0,1.0,1.0,56.0,83510005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23.0,0.0,1.0,665.0,0.0,24.0,72.0,0.0,0.0,9.0,0.36363636363636354,0.0,1.0,0.24,0.0,0.8,0.40336134453781514,0.0,0.0,0,1.0,1.0,1.0,56.0,66210010.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.18181818181818188,0.0,1.0,0.19999999999999998,0.0,0.5,0.5042016806722689,0.0,0.0,1,0.0,1.0,1.0,56.0,13140015.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0.0,1.0,195.0,0.0,15.0,70.0,0.0,0.0,11.0,0.18181818181818188,0.0,1.0,0.16,0.0,0.6666666666666666,0.40336134453781514,0.0,0.0,1,1.0,1.0,1.0,56.0,13210005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,0.0,1.0,408.0,0.0,30.0,48.0,0.0,1.0,11.0,0.09090909090909083,0.0,1.0,0.33999999999999997,0.0,0.8,0.5042016806722689,0.0,0.0,1,1.0,1.0,1.0,56.0,13140015.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.0,1.0,1.0,250.0,0.0,26.0,36.0,0.0,1.0,11.0,0.0,1.0,1.0,0.24,0.0,1.0,0.3025210084033613,0.0,0.0,1,1.0,1.0,1.0,56.0,13120005.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,0.0,1.0,408.0,0.0,20.0,50.0,0.0,0.0,11.0,0.45454545454545436,0.0,1.0,0.0,0.2511111111111111,0.5333333333333333,0.2689075630252101,0.0,0.0,1,1.0,0.0,1.0,56.0,83740020.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.0,0.0,1.0,0.0,5000.0,30.0,72.0,0.0,0.0,11.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,56.0,93510030.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,56.0,93510030.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26.0,1.0,1.0,200.0,0.0,24.0,72.0,0.0,0.0,6.0,0.6363636363636365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,56.0,66210010.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22.0,0.0,1.0,381.5,0.0,26.0,48.0,0.0,0.0,11.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,56.0,76140010.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,1.0,1.0,600.0,0.0,20.0,40.0,1.0,1.0,11.0,0.18181818181818188,0.0,1.0,0.39999999999999997,0.0,1.0,0.5882352941176471,0.0,0.0,1,1.0,1.0,1.0,56.0,13210005.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,56.0,13210005.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,250.0,0.0,24.0,48.0,0.0,0.0,7.0,0.5454545454545452,1.0,1.0,0.0,0.0,0.26666666666666666,0.06722689075630252,0.0,0.0,1,1.0,0.0,1.0,56.0,66110005.0,1.0,0.75,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26.0,0.0,1.0,408.0,0.0,25.0,48.0,1.0,1.0,11.0,0.6363636363636365,0.0,1.0,0.0,0.16666666666666666,1.0,0.453781512605042,0.0,0.0,1,1.0,0.0,1.0,56.0,83740020.0,0.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0.0,1.0,100.0,0.0,26.0,72.0,0.0,0.0,11.0,0.5454545454545452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,56.0,93510030.0,1.0,0.75,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
